GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Waarp OpenR66/WaarpDigest,org.waarp.common.digest,FilesystemBasedDigest,252,864,25,81,51,194,24,70,2,32
Waarp OpenR66/WaarpDigest,org.waarp.common.digest,MD5State,0,61,0,0,0,14,0,2,0,2
Waarp OpenR66/WaarpDigest,org.waarp.common.digest,FilesystemBasedDigest.DigestAlgo,13,163,5,11,5,24,5,8,0,5
Waarp OpenR66/WaarpDigest,org.waarp.common.digest,WaarpBC,57,84,7,7,21,28,6,7,0,6
Waarp OpenR66/WaarpDigest,org.waarp.common.digest,MD5,50,3459,16,46,14,313,14,45,0,28
Waarp OpenR66/WaarpDigest,org.waarp.common.digest,WaarpBC.new Provider() {...},0,19,0,0,0,3,0,1,0,1
Waarp OpenR66/WaarpCommon,org.waarp.common.database.model,DbModelH2.DbTypeResolverH2,4,6,0,0,2,2,2,2,2,2
Waarp OpenR66/WaarpCommon,org.waarp.common.database.model,EmptyDbModel,18,5,0,0,11,3,11,2,11,2
Waarp OpenR66/WaarpCommon,org.waarp.common.database.model,DbModelMariadb.DbTypeResolverMariadDb,4,6,0,0,2,2,2,2,2,2
Waarp OpenR66/WaarpCommon,org.waarp.common.database.model,DbModelMariadb,81,157,4,6,17,45,3,9,0,7
Waarp OpenR66/WaarpCommon,org.waarp.common.database.model,DbModelFactory,57,9,8,0,14,2,8,1,2,1
Waarp OpenR66/WaarpCommon,org.waarp.common.database.model,DbModelPostgresql.DbTypeResolverPostgreSQL,0,6,0,0,0,2,0,2,0,2
Waarp OpenR66/WaarpCommon,org.waarp.common.database.model,DbModelH2.DBType,23,236,8,9,8,24,8,11,0,3
Waarp OpenR66/WaarpCommon,org.waarp.common.database.model,DbModelCommonMariadbMySql.DBType,17,212,6,9,6,23,6,11,0,3
Waarp OpenR66/WaarpCommon,org.waarp.common.database.model,DbModelAbstract.DbTypeResolver,8,3,0,0,4,1,4,1,4,1
Waarp OpenR66/WaarpCommon,org.waarp.common.database.model,DbModelOracle.DBType,229,0,15,0,30,0,17,0,3,0
Waarp OpenR66/WaarpCommon,org.waarp.common.database.model,DbModelPostgresql,122,31,4,2,33,13,6,4,4,3
Waarp OpenR66/WaarpCommon,org.waarp.common.database.model,DbModelPostgresql.DBType,17,212,6,9,6,23,6,11,0,3
Waarp OpenR66/WaarpCommon,org.waarp.common.database.model,DbModelH2,155,104,4,8,41,33,6,11,3,8
Waarp OpenR66/WaarpCommon,org.waarp.common.database.model,DbType,4,92,2,8,2,11,2,5,0,2
Waarp OpenR66/WaarpCommon,org.waarp.common.database.model,DbModelMysql,164,204,2,6,41,55,3,10,1,8
Waarp OpenR66/WaarpCommon,org.waarp.common.database.model,DbModelOracle.DbTypeResolverOracle,6,0,0,0,2,0,2,0,2,0
Waarp OpenR66/WaarpCommon,org.waarp.common.database.model,DbModelAbstract,307,39,32,4,111,14,24,7,7,6
Waarp OpenR66/WaarpCommon,org.waarp.common.database.model,DbModelCommonMariadbMySql,145,12,4,0,40,4,6,2,4,2
Waarp OpenR66/WaarpCommon,org.waarp.common.database.model,DbModelOracle,369,0,12,0,100,0,18,0,12,0
Waarp OpenR66/WaarpCommon,org.waarp.common.database.model,DbModelMysql.DbTypeResolverMySQL,4,6,0,0,2,2,2,2,2,2
Waarp OpenR66/WaarpCommon,org.waarp.common.utility,Base64.InnerInputStream,31,281,12,36,9,52,11,17,1,3
Waarp OpenR66/WaarpCommon,org.waarp.common.utility,Base64.InnerOutputStream,58,253,10,22,16,44,11,13,3,5
Waarp OpenR66/WaarpCommon,org.waarp.common.utility,DetectionUtils,41,53,5,1,20,21,6,7,3,7
Waarp OpenR66/WaarpCommon,org.waarp.common.utility,WaarpShutdownHook.ShutdownConfiguration,0,6,0,0,0,2,0,1,0,1
Waarp OpenR66/WaarpCommon,org.waarp.common.utility,WaarpShutdownHook.ShutdownTimerTask,25,25,5,3,6,11,4,3,0,3
Waarp OpenR66/WaarpCommon,org.waarp.common.utility,ThreadLocalRandom,4,44,1,1,1,9,1,5,0,5
Waarp OpenR66/WaarpCommon,org.waarp.common.utility,SystemPropertyUtil.Platform,0,54,0,0,0,6,0,1,0,1
Waarp OpenR66/WaarpCommon,org.waarp.common.utility,WaarpNettyUtil,31,286,9,23,15,61,8,20,1,11
Waarp OpenR66/WaarpCommon,org.waarp.common.utility,SingletonUtils.VoidOutputStream,0,5,0,0,0,5,0,5,0,5
Waarp OpenR66/WaarpCommon,org.waarp.common.utility,FileConvert,239,178,37,25,60,50,26,12,3,4
