GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Waarp Common/WaarpDigest,org.waarp.common.digest,FilesystemBasedDigest,1115,0,106,0,243,0,95,0,35,0
Waarp Common/WaarpDigest,org.waarp.common.digest,MD5State,61,0,0,0,14,0,2,0,2,0
Waarp Common/WaarpDigest,org.waarp.common.digest,FilesystemBasedDigest.DigestAlgo,176,0,16,0,29,0,13,0,5,0
Waarp Common/WaarpDigest,org.waarp.common.digest,WaarpBC,192,0,20,0,65,0,18,0,8,0
Waarp Common/WaarpDigest,org.waarp.common.digest,MD5,3509,0,62,0,327,0,59,0,28,0
Waarp Common/WaarpDigest,org.waarp.common.digest,WaarpBC.new Provider() {...},19,0,0,0,3,0,1,0,1,0
